id_producto,mes_ano,costo_elaboracion
6,2024-08,116.47
6,2024-09,136.47
6,2024-10,140.03
6,2024-11,115.55
6,2024-12,114.37
6,2025-01,143.68
6,2025-02,126.61
6,2025-03,123.96
6,2025-04,127.05
6,2025-05,128.11
6,2025-06,146.24
6,2025-07,127.13
6,2025-08,119.85
6,2025-09,147.27
6,2025-10,137.06
6,2025-11,118.47
6,2025-12,115.57
7,2024-01,113.78
7,2024-02,106.08
7,2024-03,119.89
7,2024-04,89.81
7,2024-05,119.7
7,2024-06,112.48
7,2024-07,90.61
7,2024-08,106.57
7,2024-09,110.13
7,2024-10,120.21
7,2024-11,90.2
7,2024-12,109.42
7,2025-01,114.96
7,2025-02,107.9
7,2025-03,91.71
7,2025-04,115.49
7,2025-05,95.81
7,2025-06,111.47
7,2025-07,96.13
7,2025-08,117.47
7,2025-09,102.17
7,2025-10,105.54
7,2025-11,110.34
7,2025-12,93.03
8,2024-01,105.03
8,2024-02,113.53
8,2024-03,100.93
8,2024-04,98.75
8,2024-05,102.57
8,2024-06,120.54
8,2024-07,103.09
8,2024-08,98.87
8,2024-09,102.05
8,2024-10,104.08
8,2024-11,99.68
8,2024-12,101.04
8,2025-01,121.98
8,2025-02,104.01
8,2025-03,98.16
8,2025-04,113.94
8,2025-05,101.24
8,2025-06,126.25
8,2025-07,101.0
8,2025-08,106.3
8,2025-09,100.34
8,2025-10,102.78
8,2025-11,111.3
8,2025-12,94.9
9,2024-01,97.47
9,2024-02,86.4
9,2024-03,86.37
9,2024-04,96.24
9,2024-05,90.24
9,2024-06,90.3
9,2024-07,77.63
9,2024-08,75.78
9,2024-09,74.61
9,2024-10,94.23
9,2024-11,98.02
9,2024-12,80.71
9,2025-01,93.72
9,2025-02,91.05
9,2025-03,96.04
9,2025-04,80.01
9,2025-05,80.8
9,2025-06,86.86
9,2025-07,82.92
9,2025-08,91.23
9,2025-09,83.85
9,2025-10,87.99
9,2025-11,96.64
9,2025-12,85.97
10,2024-01,121.22
10,2024-02,92.27
10,2024-03,123.49
10,2024-04,103.46
10,2024-05,94.83
10,2024-06,110.66
10,2024-07,117.66
10,2024-08,111.9
10,2024-09,118.76
10,2024-10,105.84
10,2024-11,122.6
10,2024-12,100.08
10,2025-01,97.55
10,2025-02,94.25
10,2025-03,109.34
10,2025-04,97.9
10,2025-05,96.3
10,2025-06,112.86
10,2025-07,108.99
10,2025-08,110.03
10,2025-09,113.39
10,2025-10,114.59
10,2025-11,121.94
10,2025-12,98.33
11,2024-01,119.29
11,2024-02,125.05
11,2024-03,152.2
11,2024-04,136.22
11,2024-05,154.96
11,2024-06,126.91
11,2024-07,152.69
11,2024-08,125.83
11,2024-09,152.87
11,2024-10,116.48
11,2024-11,126.01
11,2024-12,130.83
11,2025-01,129.75
11,2025-02,136.58
11,2025-03,154.54
11,2025-04,150.71
11,2025-05,131.05
11,2025-06,137.03
11,2025-07,128.64
11,2025-08,122.61
11,2025-09,132.95
11,2025-10,141.31
11,2025-11,150.92
11,2025-12,124.07
12,2024-01,130.07
12,2024-02,163.85
12,2024-03,130.22
12,2024-04,128.3
12,2024-05,139.76
12,2024-06,131.49
12,2024-07,154.88
12,2024-08,148.66
12,2024-09,130.23
12,2024-10,128.78
12,2024-11,143.2
12,2024-12,129.99
12,2025-01,145.73
12,2025-02,129.39
12,2025-03,161.98
12,2025-04,131.58
12,2025-05,131.12
12,2025-06,157.28
12,2025-07,162.91
12,2025-08,133.27
12,2025-09,158.16
12,2025-10,149.71
12,2025-11,144.37
12,2025-12,157.77
13,2024-01,112.39
13,2024-02,102.56
13,2024-03,99.36
13,2024-04,116.61
13,2024-05,100.58
13,2024-06,107.38
13,2024-07,103.55
13,2024-08,117.84
13,2024-09,92.07
13,2024-10,93.59
13,2024-11,108.39
13,2024-12,113.28
13,2025-01,93.89
13,2025-02,94.43
13,2025-03,111.73
13,2025-04,100.28
13,2025-05,95.8
13,2025-06,89.28
13,2025-07,103.87
13,2025-08,111.34
13,2025-09,107.64
13,2025-10,94.74
13,2025-11,117.2
13,2025-12,92.03
14,2024-01,109.8
14,2024-02,101.95
14,2024-03,115.76
14,2024-04,113.59
14,2024-05,131.58
14,2024-06,108.24
14,2024-07,117.6
14,2024-08,108.12
14,2024-09,118.25
14,2024-10,103.4
14,2024-11,126.81
14,2024-12,119.91
14,2025-01,102.87
14,2025-02,106.22
14,2025-03,130.49
14,2025-04,115.94
14,2025-05,100.87
14,2025-06,121.93
14,2025-07,132.74
14,2025-08,110.9
14,2025-09,127.32
14,2025-10,111.28
14,2025-11,127.41
14,2025-12,106.07
15,2024-01,123.73
15,2024-02,137.72
15,2024-03,125.09
15,2024-04,138.47
15,2024-05,133.6
15,2024-06,116.99
15,2024-07,126.01
15,2024-08,137.21
15,2024-09,116.56
15,2024-10,130.35
15,2024-11,120.28
15,2024-12,133.45
15,2025-01,124.79
15,2025-02,106.3
15,2025-03,135.92
15,2025-04,118.68
15,2025-05,137.66
15,2025-06,110.53
15,2025-07,119.51
15,2025-08,108.05
15,2025-09,133.83
15,2025-10,118.68
15,2025-11,128.36
15,2025-12,118.32
16,2024-01,130.24
16,2024-02,128.65
16,2024-03,126.44
16,2024-04,133.27
16,2024-05,131.98
16,2024-06,118.95
16,2024-07,109.35
16,2024-08,137.22
16,2024-09,123.91
16,2024-10,112.97
16,2024-11,118.81
16,2024-12,123.08
16,2025-01,138.46
16,2025-02,105.72
16,2025-03,115.73
16,2025-04,114.93
16,2025-05,139.97
16,2025-06,140.89
16,2025-07,135.04
16,2025-08,133.32
16,2025-09,124.93
16,2025-10,123.57
16,2025-11,111.19
16,2025-12,117.44
17,2024-01,122.29
17,2024-02,140.98
17,2024-03,119.35
17,2024-04,139.6
17,2024-05,119.04
17,2024-06,111.45
17,2024-07,124.18
17,2024-08,122.63
17,2024-09,116.33
17,2024-10,134.86
17,2024-11,123.14
17,2024-12,142.26
17,2025-01,118.27
17,2025-02,144.07
17,2025-03,133.61
17,2025-04,133.62
17,2025-05,126.94
17,2025-06,143.03
17,2025-07,142.11
17,2025-08,137.22
17,2025-09,139.11
17,2025-10,124.9
17,2025-11,143.18
17,2025-12,132.02
18,2024-01,117.79
18,2024-02,114.38
18,2024-03,115.26
18,2024-04,131.06
18,2024-05,119.99
18,2024-06,104.14
18,2024-07,125.29
18,2024-08,123.05
18,2024-09,104.16
18,2024-10,132.65
18,2024-11,131.83
18,2024-12,131.63
18,2025-01,100.14
18,2025-02,122.79
18,2025-03,133.88
18,2025-04,109.15
18,2025-05,116.96
18,2025-06,119.34
18,2025-07,99.72
18,2025-08,99.65
18,2025-09,126.92
18,2025-10,116.63
18,2025-11,110.38
18,2025-12,105.14
19,2024-01,78.39
19,2024-02,100.04
19,2024-03,92.05
19,2024-04,85.95
19,2024-05,94.65
19,2024-06,97.95
19,2024-07,77.77
19,2024-08,94.08
19,2024-09,81.93
19,2024-10,101.61
19,2024-11,93.38
19,2024-12,90.25
19,2025-01,102.55
19,2025-02,99.5
19,2025-03,76.81
19,2025-04,89.24
19,2025-05,99.67
19,2025-06,96.93
19,2025-07,76.93
19,2025-08,86.01
19,2025-09,100.8
19,2025-10,102.07
19,2025-11,86.69
19,2025-12,88.8
20,2024-01,110.45
20,2024-02,118.31
20,2024-03,117.49
20,2024-04,118.81
20,2024-05,129.63
20,2024-06,132.41
20,2024-07,130.85
20,2024-08,122.05
20,2024-09,134.52
20,2024-10,118.84
20,2024-11,138.93
20,2024-12,141.2
20,2025-01,118.4
20,2025-02,116.45
20,2025-03,116.92
20,2025-04,144.92
20,2025-05,123.77
20,2025-06,126.88
20,2025-07,129.63
20,2025-08,144.14
20,2025-09,134.34
20,2025-10,143.89
20,2025-11,122.24
20,2025-12,126.8
21,2024-01,158.26
21,2024-02,147.54
21,2024-03,136.68
21,2024-04,141.27
21,2024-05,130.16
21,2024-06,151.78
21,2024-07,152.4
21,2024-08,159.87
21,2024-09,133.1
21,2024-10,141.9
21,2024-11,159.55
21,2024-12,126.54
21,2025-01,147.97
21,2025-02,121.24
21,2025-03,145.68
21,2025-04,135.78
21,2025-05,127.36
21,2025-06,132.16
21,2025-07,145.61
21,2025-08,128.68
21,2025-09,144.77
21,2025-10,132.01
21,2025-11,154.98
21,2025-12,144.15
22,2024-01,140.21
22,2024-02,158.14
22,2024-03,139.14
22,2024-04,146.71
22,2024-05,148.17
22,2024-06,127.51
22,2024-07,137.84
22,2024-08,129.58
22,2024-09,138.37
22,2024-10,128.36
22,2024-11,136.32
22,2024-12,126.82
22,2025-01,153.8
22,2025-02,156.97
22,2025-03,156.56
22,2025-04,133.96
22,2025-05,163.24
22,2025-06,125.25
22,2025-07,141.03
22,2025-08,143.81
22,2025-09,162.41
22,2025-10,156.31
22,2025-11,127.31
22,2025-12,134.36
23,2024-01,116.62
23,2024-02,97.78
23,2024-03,94.24
23,2024-04,120.03
23,2024-05,116.38
23,2024-06,122.03
23,2024-07,105.55
23,2024-08,107.63
23,2024-09,103.34
23,2024-10,122.56
23,2024-11,109.27
23,2024-12,96.29
23,2025-01,101.94
23,2025-02,107.44
23,2025-03,111.19
23,2025-04,111.6
23,2025-05,115.43
23,2025-06,109.57
23,2025-07,104.37
23,2025-08,105.52
23,2025-09,119.8
23,2025-10,109.82
23,2025-11,124.63
23,2025-12,97.76
24,2024-01,109.99
24,2024-02,122.91
24,2024-03,109.3
24,2024-04,117.69
24,2024-05,115.7
24,2024-06,115.68
24,2024-07,117.23
24,2024-08,96.9
24,2024-09,112.62
24,2024-10,119.78
24,2024-11,105.81
24,2024-12,101.17
24,2025-01,101.05
24,2025-02,113.84
24,2025-03,126.62
24,2025-04,105.01
24,2025-05,111.53
24,2025-06,104.19
24,2025-07,109.0
24,2025-08,108.04
24,2025-09,117.83
24,2025-10,99.32
24,2025-11,97.87
24,2025-12,119.24
25,2024-01,85.8
25,2024-02,85.63
25,2024-03,82.01
25,2024-04,103.68
25,2024-05,98.65
25,2024-06,89.56
25,2024-07,96.26
25,2024-08,85.2
25,2024-09,95.46
25,2024-10,79.68
25,2024-11,97.16
25,2024-12,101.59
25,2025-01,90.19
25,2025-02,87.45
25,2025-03,98.33
25,2025-04,86.77
25,2025-05,103.34
25,2025-06,81.48
25,2025-07,96.17
25,2025-08,105.29
25,2025-09,85.29
25,2025-10,89.41
25,2025-11,105.11
25,2025-12,102.67
26,2024-01,128.09
26,2024-02,116.33
26,2024-03,138.46
26,2024-04,116.35
26,2024-05,120.69
26,2024-06,111.44
26,2024-07,140.03
26,2024-08,106.85
26,2024-09,130.58
26,2024-10,106.79
26,2024-11,136.68
26,2024-12,118.79
26,2025-01,117.25
26,2025-02,113.35
26,2025-03,123.37
26,2025-04,112.39
26,2025-05,120.54
26,2025-06,116.6
26,2025-07,110.92
26,2025-08,120.22
26,2025-09,136.94
26,2025-10,129.62
26,2025-11,111.11
26,2025-12,124.44
27,2024-01,119.86
27,2024-02,140.14
27,2024-03,143.06
27,2024-04,136.59
27,2024-05,136.63
27,2024-06,109.54
27,2024-07,107.75
27,2024-08,115.51
27,2024-09,109.02
27,2024-10,133.31
27,2024-11,136.13
27,2024-12,113.87
27,2025-01,126.81
27,2025-02,127.67
27,2025-03,133.61
27,2025-04,130.16
27,2025-05,118.24
27,2025-06,108.24
27,2025-07,126.16
27,2025-08,138.08
27,2025-09,133.81
27,2025-10,131.33
27,2025-11,122.13
27,2025-12,120.13
28,2024-01,129.09
28,2024-02,116.07
28,2024-03,150.8
28,2024-04,119.81
28,2024-05,129.49
28,2024-06,117.27
28,2024-07,123.8
28,2024-08,149.77
28,2024-09,114.55
28,2024-10,146.81
28,2024-11,144.3
28,2024-12,151.15
28,2025-01,148.21
28,2025-02,124.75
28,2025-03,136.75
28,2025-04,139.93
28,2025-05,116.73
28,2025-06,139.88
28,2025-07,129.19
28,2025-08,138.85
28,2025-09,140.57
28,2025-10,124.75
28,2025-11,143.93
28,2025-12,116.24
29,2024-01,167.71
29,2024-02,156.26
29,2024-03,159.72
29,2024-04,149.71
29,2024-05,137.56
29,2024-06,137.67
29,2024-07,168.58
29,2024-08,176.49
29,2024-09,157.05
29,2024-10,168.48
29,2024-11,160.85
29,2024-12,178.08
29,2025-01,166.39
29,2025-02,181.49
29,2025-03,138.11
29,2025-04,143.81
29,2025-05,144.25
29,2025-06,175.2
29,2025-07,152.42
29,2025-08,154.99
29,2025-09,160.72
29,2025-10,180.96
29,2025-11,153.49
29,2025-12,144.25
30,2024-01,122.87
30,2024-02,152.69
30,2024-03,135.01
30,2024-04,129.33
30,2024-05,158.19
30,2024-06,128.84
30,2024-07,152.48
30,2024-08,151.56
30,2024-09,131.19
30,2024-10,127.56
30,2024-11,132.79
30,2024-12,136.6
30,2025-01,137.45
30,2025-02,120.72
30,2025-03,144.74
30,2025-04,141.11
30,2025-05,141.14
30,2025-06,139.02
30,2025-07,146.71
30,2025-08,152.16
30,2025-09,119.71
30,2025-10,140.07
30,2025-11,117.95
30,2025-12,157.35
31,2024-01,136.36
31,2024-02,124.66
31,2024-03,120.96
31,2024-04,138.98
31,2024-05,120.04
31,2024-06,108.0
31,2024-07,141.99
31,2024-08,106.27
31,2024-09,138.49
31,2024-10,106.45
31,2024-11,108.56
31,2024-12,124.67
31,2025-01,141.86
31,2025-02,134.4
31,2025-03,138.42
31,2025-04,119.02
31,2025-05,121.68
31,2025-06,136.44
31,2025-07,131.15
31,2025-08,135.8
31,2025-09,137.55
31,2025-10,134.91
31,2025-11,137.95
31,2025-12,114.26
32,2024-01,128.93
32,2024-02,120.5
32,2024-03,130.53
32,2024-04,127.12
32,2024-05,125.35
32,2024-06,127.51
32,2024-07,135.24
32,2024-08,149.71
32,2024-09,137.89
32,2024-10,131.59
32,2024-11,122.85
32,2024-12,131.9
32,2025-01,144.39
32,2025-02,125.57
32,2025-03,145.69
32,2025-04,138.43
32,2025-05,134.81
32,2025-06,123.29
32,2025-07,136.54
32,2025-08,125.52
32,2025-09,154.97
32,2025-10,138.89
32,2025-11,142.62
32,2025-12,115.35
33,2024-01,135.59
33,2024-02,155.36
33,2024-03,122.57
33,2024-04,138.92
33,2024-05,157.05
33,2024-06,125.72
33,2024-07,146.85
33,2024-08,133.58
33,2024-09,122.15
33,2024-10,121.29
33,2024-11,132.18
33,2024-12,122.9
33,2025-01,125.26
33,2025-02,152.78
33,2025-03,136.31
33,2025-04,124.02
33,2025-05,120.64
33,2025-06,149.15
33,2025-07,138.21
33,2025-08,144.18
33,2025-09,121.14
33,2025-10,129.17
33,2025-11,151.03
33,2025-12,117.6
34,2024-01,141.47
34,2024-02,133.05
34,2024-03,158.74
34,2024-04,138.27
34,2024-05,153.81
34,2024-06,143.06
34,2024-07,159.74
34,2024-08,162.63
34,2024-09,134.07
34,2024-10,165.25
34,2024-11,168.76
34,2024-12,126.84
34,2025-01,136.55
34,2025-02,151.51
34,2025-03,158.19
34,2025-04,158.52
34,2025-05,134.5
34,2025-06,162.24
34,2025-07,154.21
34,2025-08,151.35
34,2025-09,138.05
34,2025-10,141.2
34,2025-11,162.52
34,2025-12,141.72
35,2024-01,172.55
35,2024-02,153.6
35,2024-03,173.65
35,2024-04,168.66
35,2024-05,166.13
35,2024-06,158.52
35,2024-07,168.91
35,2024-08,138.3
35,2024-09,176.85
35,2024-10,159.51
35,2024-11,139.75
35,2024-12,162.62
35,2025-01,150.12
35,2025-02,165.14
35,2025-03,143.87
35,2025-04,170.4
35,2025-05,164.83
35,2025-06,136.94
35,2025-07,171.7
35,2025-08,152.82
35,2025-09,143.41
35,2025-10,175.94
35,2025-11,132.77
35,2025-12,171.32
36,2024-01,132.47
36,2024-02,120.11
36,2024-03,157.36
36,2024-04,148.6
36,2024-05,150.23
36,2024-06,117.92
36,2024-07,151.22
36,2024-08,155.62
36,2024-09,122.3
36,2024-10,135.31
36,2024-11,126.64
36,2024-12,138.37
36,2025-01,146.3
36,2025-02,138.45
36,2025-03,157.32
36,2025-04,121.09
36,2025-05,124.17
36,2025-06,143.26
36,2025-07,145.63
36,2025-08,141.84
36,2025-09,125.5
36,2025-10,144.38
36,2025-11,119.72
36,2025-12,137.03
37,2024-01,152.61
37,2024-02,150.32
37,2024-03,132.79
37,2024-04,157.39
37,2024-05,168.62
37,2024-06,140.01
37,2024-07,166.15
37,2024-08,141.49
37,2024-09,149.45
37,2024-10,150.41
37,2024-11,163.7
37,2024-12,169.98
37,2025-01,173.67
37,2025-02,172.73
37,2025-03,161.04
37,2025-04,166.1
37,2025-05,155.73
37,2025-06,161.76
37,2025-07,140.97
37,2025-08,157.9
37,2025-09,167.58
37,2025-10,160.01
37,2025-11,133.77
37,2025-12,159.59
38,2024-01,139.12
38,2024-02,133.86
38,2024-03,113.98
38,2024-04,117.47
38,2024-05,120.29
38,2024-06,133.41
38,2024-07,133.98
38,2024-08,136.03
38,2024-09,112.43
38,2024-10,143.54
38,2024-11,120.5
38,2024-12,132.18
38,2025-01,138.12
38,2025-02,119.28
38,2025-03,138.75
38,2025-04,111.63
38,2025-05,130.37
38,2025-06,122.78
38,2025-07,121.67
38,2025-08,124.38
38,2025-09,131.77
38,2025-10,116.77
38,2025-11,119.03
38,2025-12,134.88
39,2024-01,150.63
39,2024-02,156.38
39,2024-03,122.14
39,2024-04,150.5
39,2024-05,120.46
39,2024-06,160.57
39,2024-07,126.98
39,2024-08,136.84
39,2024-09,122.21
39,2024-10,126.49
39,2024-11,146.9
39,2024-12,144.66
39,2025-01,135.4
39,2025-02,129.42
39,2025-03,127.83
39,2025-04,158.5
39,2025-05,132.71
39,2025-06,126.58
39,2025-07,154.28
39,2025-08,119.86
39,2025-09,137.79
39,2025-10,134.01
39,2025-11,120.48
39,2025-12,118.97
40,2024-01,171.54
40,2024-02,142.58
40,2024-03,168.8
40,2024-04,164.69
40,2024-05,156.96
40,2024-06,146.25
40,2024-07,148.75
40,2024-08,175.37
40,2024-09,153.04
40,2024-10,180.95
40,2024-11,188.06
40,2024-12,173.53
40,2025-01,150.54
40,2025-02,159.09
40,2025-03,166.24
40,2025-04,175.72
40,2025-05,189.49
40,2025-06,187.42
40,2025-07,162.93
40,2025-08,155.03
40,2025-09,188.11
40,2025-10,175.19
40,2025-11,159.28
40,2025-12,163.49
41,2024-01,154.9
41,2024-02,153.23
41,2024-03,154.71
41,2024-04,134.68
41,2024-05,139.07
41,2024-06,157.62
41,2024-07,148.08
41,2024-08,131.84
41,2024-09,125.25
41,2024-10,161.28
41,2024-11,127.35
41,2024-12,121.53
41,2025-01,129.82
41,2025-02,151.86
41,2025-03,137.45
41,2025-04,139.9
41,2025-05,120.78
41,2025-06,136.63
41,2025-07,159.99
41,2025-08,137.83
41,2025-09,137.6
41,2025-10,132.93
41,2025-11,150.51
41,2025-12,137.61
42,2024-01,136.23
42,2024-02,129.03
42,2024-03,127.08
42,2024-04,149.01
42,2024-05,155.11
42,2024-06,126.57
42,2024-07,133.51
42,2024-08,153.75
42,2024-09,154.26
42,2024-10,141.74
42,2024-11,145.73
42,2024-12,149.1
42,2025-01,143.78
42,2025-02,127.49
42,2025-03,148.45
42,2025-04,147.77
42,2025-05,124.1
42,2025-06,146.82
42,2025-07,146.9
42,2025-08,135.09
42,2025-09,141.96
42,2025-10,144.92
42,2025-11,131.34
42,2025-12,125.36
43,2024-01,137.88
43,2024-02,131.29
43,2024-03,129.31
43,2024-04,125.31
43,2024-05,140.57
43,2024-06,113.3
43,2024-07,121.05
43,2024-08,117.04
43,2024-09,135.42
43,2024-10,112.77
43,2024-11,121.04
43,2024-12,138.75
43,2025-01,122.51
43,2025-02,122.35
43,2025-03,120.69
43,2025-04,138.93
43,2025-05,131.25
43,2025-06,128.02
43,2025-07,123.74
43,2025-08,112.59
43,2025-09,128.34
43,2025-10,113.09
43,2025-11,110.73
43,2025-12,127.36
44,2024-01,125.81
44,2024-02,120.58
44,2024-03,114.65
44,2024-04,108.19
44,2024-05,109.31
44,2024-06,129.43
44,2024-07,111.2
44,2024-08,114.29
44,2024-09,104.98
44,2024-10,118.31
44,2024-11,100.46
44,2024-12,126.9
44,2025-01,112.77
44,2025-02,102.85
44,2025-03,107.95
44,2025-04,122.89
44,2025-05,105.74
44,2025-06,108.66
44,2025-07,124.19
44,2025-08,102.39
44,2025-09,114.87
44,2025-10,123.47
44,2025-11,114.77
44,2025-12,123.83
45,2024-01,147.9
45,2024-02,163.84
45,2024-03,164.29
45,2024-04,139.72
45,2024-05,177.87
45,2024-06,161.38
45,2024-07,152.06
45,2024-08,153.08
45,2024-09,169.65
45,2024-10,137.0
45,2024-11,178.09
45,2024-12,148.84
45,2025-01,179.09
45,2025-02,142.55
45,2025-03,150.06
45,2025-04,151.58
45,2025-05,144.21
45,2025-06,156.43
45,2025-07,165.18
45,2025-08,144.01
45,2025-09,180.5
45,2025-10,140.95
45,2025-11,154.04
45,2025-12,141.17
46,2024-01,141.14
46,2024-02,115.33
46,2024-03,110.92
46,2024-04,124.87
46,2024-05,129.91
46,2024-06,131.97
46,2024-07,119.99
46,2024-08,123.21
46,2024-09,111.95
46,2024-10,121.7
46,2024-11,118.04
46,2024-12,126.73
46,2025-01,128.76
46,2025-02,112.52
46,2025-03,129.16
46,2025-04,111.43
46,2025-05,121.95
46,2025-06,117.54
46,2025-07,123.93
46,2025-08,119.88
46,2025-09,130.3
46,2025-10,113.39
46,2025-11,115.93
46,2025-12,144.56
47,2024-01,119.63
47,2024-02,128.3
47,2024-03,138.36
47,2024-04,126.54
47,2024-05,118.2
47,2024-06,121.31
47,2024-07,138.15
47,2024-08,114.69
47,2024-09,132.4
47,2024-10,143.16
47,2024-11,131.82
47,2024-12,145.03
47,2025-01,137.66
47,2025-02,137.61
47,2025-03,118.49
47,2025-04,141.22
47,2025-05,128.44
47,2025-06,121.79
47,2025-07,134.47
47,2025-08,146.34
47,2025-09,139.16
47,2025-10,140.79
47,2025-11,145.79
47,2025-12,136.17
48,2024-01,128.26
48,2024-02,133.97
48,2024-03,125.19
48,2024-04,135.65
48,2024-05,123.47
48,2024-06,144.76
48,2024-07,135.01
48,2024-08,138.19
48,2024-09,132.68
48,2024-10,141.14
48,2024-11,131.56
48,2024-12,143.63
48,2025-01,110.08
48,2025-02,110.15
48,2025-03,116.47
48,2025-04,117.54
48,2025-05,147.77
48,2025-06,116.16
48,2025-07,125.16
48,2025-08,124.86
48,2025-09,145.78
48,2025-10,126.07
48,2025-11,112.28
48,2025-12,131.06
49,2024-01,180.43
49,2024-02,177.0
49,2024-03,168.84
49,2024-04,184.93
49,2024-05,157.55
49,2024-06,174.87
49,2024-07,146.6
49,2024-08,176.3
49,2024-09,151.93
49,2024-10,175.15
49,2024-11,152.49
49,2024-12,143.21
49,2025-01,166.96
49,2025-02,170.95
49,2025-03,168.82
49,2025-04,152.2
49,2025-05,156.04
49,2025-06,168.4
49,2025-07,165.29
49,2025-08,187.23
49,2025-09,178.59
49,2025-10,161.63
49,2025-11,193.34
49,2025-12,161.72
50,2024-01,153.5
50,2024-02,159.11
50,2024-03,160.24
50,2024-04,167.44
50,2024-05,128.79
50,2024-06,155.77
50,2024-07,135.34
50,2024-08,159.09
50,2024-09,163.18
50,2024-10,151.22
50,2024-11,156.43
50,2024-12,146.85
50,2025-01,157.64
50,2025-02,162.69
50,2025-03,169.1
50,2025-04,161.01
50,2025-05,146.46
50,2025-06,137.24
50,2025-07,143.44
50,2025-08,128.01
50,2025-09,140.0
50,2025-10,153.58
50,2025-11,164.98
50,2025-12,144.12
51,2024-01,171.8
51,2024-02,149.08
51,2024-03,166.45
51,2024-04,146.78
51,2024-05,182.85
51,2024-06,177.21
51,2024-07,179.61
51,2024-08,187.02
51,2024-09,160.76
51,2024-10,153.99
51,2024-11,166.42
51,2024-12,158.96
51,2025-01,148.28
51,2025-02,162.2
51,2025-03,162.12
51,2025-04,147.99
51,2025-05,182.07
51,2025-06,162.45
51,2025-07,145.55
51,2025-08,193.89
51,2025-09,181.34
51,2025-10,189.98
51,2025-11,193.19
51,2025-12,168.36
52,2024-01,89.41
52,2024-02,87.63
52,2024-03,81.75
52,2024-04,83.52
52,2024-05,84.84
52,2024-06,88.81
52,2024-07,87.38
52,2024-08,91.75
52,2024-09,79.86
52,2024-10,93.6
52,2024-11,87.77
52,2024-12,75.75
52,2025-01,89.82
52,2025-02,81.86
52,2025-03,81.67
52,2025-04,82.45
52,2025-05,85.52
52,2025-06,85.68
52,2025-07,87.55
52,2025-08,92.1
52,2025-09,82.77
52,2025-10,98.67
52,2025-11,74.81
52,2025-12,86.53
53,2024-01,85.99
53,2024-02,89.4
53,2024-03,104.48
53,2024-04,95.66
53,2024-05,89.88
53,2024-06,83.32
53,2024-07,85.22
53,2024-08,87.88
53,2024-09,99.53
53,2024-10,90.47
53,2024-11,98.84
53,2024-12,96.38
53,2025-01,109.72
53,2025-02,103.16
53,2025-03,100.37
53,2025-04,104.47
53,2025-05,104.58
53,2025-06,94.43
53,2025-07,90.94
53,2025-08,97.61
53,2025-09,85.0
